2.	1.5
2.01	1.5113243484945302
2.02	1.5225713573855464
2.03	1.5337409189563245
2.04	1.5448329307050994
2.05	1.5558472953009626
2.06	1.566783920540587
2.07	1.5776427193057445
2.08	1.5884236095216102
2.09	1.5991265141158106
2.1	1.6097513609782141
2.11	1.6202980829214253
2.12	1.630766617641978
2.13	1.6411569076821901
2.14	1.6514689003926775
2.15	1.6617025478954912
2.16	1.6718578070478727
2.17	1.6819346394065962
2.18	1.6919330111928916
2.19	1.7018528932579182
2.2	1.7116942610487826
2.21	1.721457094575074
2.22	1.7311413783759082
2.23	1.7407471014874571
2.24	1.7502742574109549
2.25	1.7597228440811539
2.26	1.7690928638352297
2.27	1.778384323382108
2.2800000000000002	1.7875972337722021
2.29	1.7967316103675508
2.3	1.8057874728123378
2.31	1.8147648450037805
2.32	1.823663755063373
2.33	1.832484235308476
2.34	1.841226322224232
2.35	1.8498900564358018
2.36	1.8584754826809027
2.37	1.866982649782644
2.38	1.8754116106226395
2.39	1.883762422114395
2.4	1.8920351451769502
2.41	1.9002298447087733
2.42	1.90834658956189
2.43	1.916385452516243
2.44	1.9243465102542636
2.45	1.9322298433356595
2.46	1.9400355361723907
2.47	1.9477636770038425
2.48	1.9554143578721717
2.49	1.9629876745978296
2.5	1.9704837267552413
2.51	1.9779026176486432
2.52	1.985244454288064
2.5300000000000002	1.9925093473654438
2.54	1.999697411230883
2.55	2.006808763869014
2.56	2.0138435268754895
2.5700000000000003	2.020801825433573
2.58	2.027683788290839
2.59	2.034489547735961
2.6	2.041219239575588
2.61	2.0478730031113073
2.62	2.054450981116675
2.63	2.060953319814324
2.64	2.0673801688531284
2.65	2.0737316812854294
2.66	2.0800080135443153
2.67	2.0862093254209437
2.68	2.0923357800419105
2.69	2.0983875438466524
2.7	2.1043647865648856
2.71	2.1102676811940677
2.7199999999999998	2.1160964039768855
2.73	2.121851134378762
2.74	2.1275320550653753
2.75	2.1331393518801907
2.76	2.138673213822
2.77	2.1441338330224586
2.7800000000000002	2.1495214047236297
2.79	2.154836127255516
2.8	2.160078202013591
2.81	2.1652478334363154
2.8200000000000003	2.1703452289826384
2.83	2.1753705991094865
2.84	2.1803241572492293
2.85	2.1852061197871233
2.86	2.1900167060387288
2.87	2.194756138227305
2.88	2.1994246414611665
2.89	2.204022443711014
2.9	2.208549775787227
2.91	2.213006871317123
2.92	2.2173939667221725
2.93	2.221711301195179
2.94	2.225959116677414
2.95	2.230137657835708
2.96	2.2342471720394954
2.9699999999999998	2.2382879093378154
2.98	2.2422601224362593
2.99	2.2461640666738716
3.	2.25
3.01	2.2537681829510907
3.02	2.2574688786274337
3.0300000000000002	2.2611023526698486
3.04	2.2646688732363223
3.05	2.2681687109785846
3.06	2.2716021390186314
3.0700000000000003	2.274969432925186
3.08	2.278270870690106
3.09	2.281506732704732
3.1	2.284677301736173
3.1100000000000003	2.287782862903538
3.12	2.2908237036541017
3.13	2.293800113739419
3.14	2.2967123851913676
3.1500000000000004	2.2995608122981412
3.16	2.302345691580176
3.17	2.30506732176602
3.1799999999999997	2.307726003768139
3.19	2.3103220406586655
3.2	2.312855737645086
3.21	2.3153274020458667
3.2199999999999998	2.317737343266025
3.23	2.3200858727726366
3.24	2.322373304070285
3.25	2.3245999526764547
3.26	2.326766136096863
3.27	2.3288721738007383
3.2800000000000002	2.3309183871960393
3.29	2.3329050996046155
3.3	2.33483263623732
3.31	2.3367013241690566
3.3200000000000003	2.338511492313782
3.33	2.3402634713994503
3.34	2.3419575939429036
3.35	2.343594194224717
3.3600000000000003	2.345173608263984
3.37	2.3466961737930596
3.38	2.3481622302322513
3.39	2.349572118664461
3.4000000000000004	2.350926181809783
3.41	2.352224764000053
3.42	2.3534682111533556
3.4299999999999997	2.3546568707484856
3.44	2.355791091799367
3.45	2.356871224829433
3.46	2.3578976218459617
3.4699999999999998	2.3588706363143803
3.48	2.359790623132522
3.49	2.360657938604853
3.5	2.361472940416667
3.51	2.3622359876082357
3.52	2.362947440548939
3.5300000000000002	2.363607660911356
3.54	2.36421701164533
3.55	2.364775856952005
3.56	2.3652845622578367
3.5700000000000003	2.3657434941885733
3.58	2.3661530205432193
3.59	2.3665135102679744
3.6	2.3668253334301497
3.6100000000000003	2.3670888611920677
3.62	2.367304465784944
3.63	2.3674725204827505
3.64	2.3675933995760694
3.6500000000000004	2.367667478345929
3.66	2.3676951330376306
3.67	2.3676767408345682
3.6799999999999997	2.3676126798320336
3.69	2.3675033290110234
3.7	2.367349068212036
3.71	2.367150278108865
3.7199999999999998	2.3669073401823963
3.73	2.3666206366944005
3.74	2.3662905506613297
3.75	2.365917465828119
3.76	2.3655017666419895
3.77	2.3650438382262644
3.7800000000000002	2.3645440663541897
3.79	2.3640028374227646
3.8	2.363420538426591
3.81	2.362797556931727
3.8200000000000003	2.362134281049568
3.83	2.361431099410734
3.84	2.3606884011389857
3.85	2.359906575825156
3.8600000000000003	2.359086013501105
3.87	2.358227104613705
3.88	2.357330239998844
3.89	2.3563958108554632
3.9000000000000004	2.355424208719623
3.91	2.3544158254386014
3.92	2.3533710531450223
3.9299999999999997	2.3522902842310263
3.94	2.351173911322472
3.95	2.3500223272531784
3.96	2.3488359250392117
3.9699999999999998	2.347615097853207
3.98	2.3463602389987424
3.99	2.345071741884754
4.	2.34375
4.01	2.342395406887575
4.02	2.3410083561194757
4.03	2.3395892412712183
4.04	2.338138455896514
4.05	2.336656393501998
4.0600000000000005	2.335143447522017
4.07	2.3336000112934805
4.08	2.3320264780307687
4.09	2.3304232408007097
