0.600000 0.278479
0.625000 0.232471
0.650000 0.191412
0.675000 0.154714
0.700000 0.121873
0.725000 0.092452
0.750000 0.066077
0.775000 0.042420
0.800000 0.021196
0.825000 0.002156
0.850000 -0.014922
0.875000 -0.030230
0.900000 -0.043942
0.925000 -0.056209
0.950000 -0.067168
0.975000 -0.076939
1.000000 -0.085632
1.025000 -0.093344
1.050000 -0.100162
1.075000 -0.106165
1.100000 -0.111424
1.125000 -0.116002
1.150000 -0.119959
1.175000 -0.123346
1.200000 -0.126211
1.225000 -0.128597
1.250000 -0.130544
1.275000 -0.132088
1.300000 -0.133262
1.325000 -0.134096
1.350000 -0.134616
1.375000 -0.134850
1.400000 -0.134819
1.425000 -0.134544
1.450000 -0.134046
1.475000 -0.133343
1.500000 -0.132451
1.525000 -0.131384
1.550000 -0.130158
1.575000 -0.128786
1.600000 -0.127278
1.625000 -0.125648
1.650000 -0.123903
1.675000 -0.122055
1.700000 -0.120112
1.725000 -0.118081
1.750000 -0.115971
1.775000 -0.113788
1.800000 -0.111540
1.825000 -0.109231
1.850000 -0.106867
1.875000 -0.104454
1.900000 -0.101996
1.925000 -0.099498
1.950000 -0.096964
1.975000 -0.094397
2.000000 -0.091801
2.025000 -0.089180
2.050000 -0.086537
2.075000 -0.083874
2.100000 -0.081194
2.125000 -0.078500
2.150000 -0.075794
2.175000 -0.073078
2.200000 -0.070354
2.225000 -0.067625
2.250000 -0.064892
2.275000 -0.062156
2.300000 -0.059460
2.325000 -0.056877
2.350000 -0.054405
2.375000 -0.052040
2.400000 -0.049777
2.425000 -0.047612
2.450000 -0.045542
2.475000 -0.043561
2.500000 -0.041667
2.525000 -0.039855
2.550000 -0.038123
2.575000 -0.036466
2.600000 -0.034883
2.625000 -0.033368
2.650000 -0.031921
2.675000 -0.030537
2.700000 -0.029214
2.725000 -0.027949
2.750000 -0.026740
2.775000 -0.025584
2.800000 -0.024479
2.825000 -0.023423
2.850000 -0.022413
2.875000 -0.021448
2.900000 -0.020525
2.925000 -0.019643
2.950000 -0.018800
2.975000 -0.017993
3.000000 -0.017222
3.025000 -0.016485
3.050000 -0.015781
3.075000 -0.015107
3.100000 -0.014462
3.125000 -0.013846
3.150000 -0.013256
3.175000 -0.012693
3.200000 -0.012154
3.225000 -0.011638
3.250000 -0.011145
3.275000 -0.010673
3.300000 -0.010221
3.325000 -0.009789
3.350000 -0.009376
3.375000 -0.008981
3.400000 -0.008603
3.425000 -0.008241
3.450000 -0.007894
3.475000 -0.007563
3.500000 -0.007245
3.525000 -0.006942
3.550000 -0.006651
3.575000 -0.006373
3.600000 -0.006106
3.625000 -0.005852
3.650000 -0.005607
3.675000 -0.005374
3.700000 -0.005150
3.725000 -0.004936
3.750000 -0.004731
3.775000 -0.004535
3.800000 -0.004347
3.825000 -0.004167
3.850000 -0.003994
3.875000 -0.003829
3.900000 -0.003671
3.925000 -0.003520
3.950000 -0.003375
3.975000 -0.003236
4.000000 -0.003103
4.025000 -0.002976
4.050000 -0.002854
4.075000 -0.002737
4.100000 -0.002625
4.125000 -0.002518
4.150000 -0.002416
4.175000 -0.002318
4.200000 -0.002224
4.225000 -0.002133
4.250000 -0.002047
4.275000 -0.001965
4.300000 -0.001885
4.325000 -0.001810
4.350000 -0.001737
4.375000 -0.001668
4.400000 -0.001601
4.425000 -0.001537
4.450000 -0.001476
